RuleID,Category,Requirement,RequiredInComprehensiveSmoke,RequiredInDeepAcceptance,EvidenceCSV,Operator,Threshold,FailureCode
FSR-0292,ValueCorrectness,VALCHK-0090 SDAP value correctness check passes.,true,true,full_stack_value_correctness_results.csv,STATUS(VALCHK-0090),PASS,FULLSTACK:SDAPFallback
FSR-0293,ValueCorrectness,VALCHK-0091 RRC value correctness check passes.,true,true,full_stack_value_correctness_results.csv,STATUS(VALCHK-0091),PASS,FULLSTACK:RRCASN1
FSR-0294,ValueCorrectness,VALCHK-0092 Bearer Config value correctness check passes.,true,true,full_stack_value_correctness_results.csv,STATUS(VALCHK-0092),PASS,FULLSTACK:BearerAtomicity
FSR-0295,ValueCorrectness,VALCHK-0093 Traffic value correctness check passes.,true,true,full_stack_value_correctness_results.csv,STATUS(VALCHK-0093),PASS,FULLSTACK:ByteConservation
FSR-0296,ValueCorrectness,VALCHK-0094 Traffic value correctness check passes.,true,true,full_stack_value_correctness_results.csv,STATUS(VALCHK-0094),PASS,FULLSTACK:DuplicateDelivery
FSR-0297,ValueCorrectness,VALCHK-0095 Traffic value correctness check passes.,true,true,full_stack_value_correctness_results.csv,STATUS(VALCHK-0095),PASS,FULLSTACK:NoDLDelivery
FSR-0298,ValueCorrectness,VALCHK-0096 Traffic value correctness check passes.,true,true,full_stack_value_correctness_results.csv,STATUS(VALCHK-0096),PASS,FULLSTACK:NoULDelivery
FSR-0299,ValueCorrectness,VALCHK-0097 Handover value correctness check passes.,true,true,full_stack_value_correctness_results.csv,STATUS(VALCHK-0097),PASS,FULLSTACK:HandoverNotExercised
FSR-0300,ValueCorrectness,VALCHK-0098 RLF/Reestablishment value correctness check passes.,true,true,full_stack_value_correctness_results.csv,STATUS(VALCHK-0098),PASS,FULLSTACK:ReestablishmentNotExercised
FSR-0301,ValueCorrectness,VALCHK-0099 Validation value correctness check passes.,true,true,full_stack_value_correctness_results.csv,STATUS(VALCHK-0099),PASS,FULLSTACK:FailOpen
FSR-0302,ValueCorrectness,VALCHK-0100 Validation value correctness check passes.,true,true,full_stack_value_correctness_results.csv,STATUS(VALCHK-0100),PASS,FULLSTACK:OracleIndependence
FSR-0303,ValueCorrectness,VALCHK-0101 Validation value correctness check passes.,true,true,full_stack_value_correctness_results.csv,STATUS(VALCHK-0101),PASS,FULLSTACK:MergeDeterminism
FSR-0304,ValueCorrectness,VALCHK-0102 Validation value correctness check passes.,true,true,full_stack_value_correctness_results.csv,STATUS(VALCHK-0102),PASS,FULLSTACK:CircularEvidence
FSR-0305,ValueCorrectness,VALCHK-0103 Artifacts value correctness check passes.,true,true,full_stack_value_correctness_results.csv,STATUS(VALCHK-0103),PASS,FULLSTACK:ArtifactCompleteness
FSR-0306,ValueCorrectness,VALCHK-0104 Artifacts value correctness check passes.,true,true,full_stack_value_correctness_results.csv,STATUS(VALCHK-0104),PASS,FULLSTACK:PlaceholderArtifact
FSR-0307,ValueCorrectness,VALCHK-0105 WebGUI value correctness check passes.,true,true,full_stack_value_correctness_results.csv,STATUS(VALCHK-0105),PASS,FULLSTACK:WebGUINotPublished
FSR-0308,ValueCorrectness,VALCHK-0106 WebGUI value correctness check passes.,true,true,full_stack_value_correctness_results.csv,STATUS(VALCHK-0106),PASS,FULLSTACK:MissingProvenanceBadge
FSR-0309,ValueCorrectness,VALCHK-0107 Regression value correctness check passes.,true,true,full_stack_value_correctness_results.csv,STATUS(VALCHK-0107),PASS,FULLSTACK:RegressionNotClean
FSR-0310,Negative,NEG-001 YAML duplicate key rejects with no state mutation.,true,true,full_stack_failure_registry.csv,NEGATIVE_STATUS(NEG-001),PASS,FULLSTACK:DuplicateYAMLKey
FSR-0311,Negative,NEG-002 Unknown YAML key rejects with no state mutation.,true,true,full_stack_failure_registry.csv,NEGATIVE_STATUS(NEG-002),PASS,FULLSTACK:UnknownYAMLKey
FSR-0312,Negative,NEG-003 Executed YAML hash differs rejects with no state mutation.,true,true,full_stack_failure_registry.csv,NEGATIVE_STATUS(NEG-003),PASS,FULLSTACK:ExecutedYAMLMismatch
FSR-0313,Negative,NEG-004 Invalid SCS bandwidth tuple rejects with no state mutation.,true,true,full_stack_failure_registry.csv,NEGATIVE_STATUS(NEG-004),PASS,FRAME:UnsupportedCarrierTuple
FSR-0314,Negative,NEG-005 Flexible symbol forced to DL rejects with no state mutation.,true,true,full_stack_failure_registry.csv,NEGATIVE_STATUS(NEG-005),PASS,FRAME:IllegalFlexibleResolution
FSR-0315,Negative,NEG-006 Illegal channel collision rejects with no state mutation.,true,true,full_stack_failure_registry.csv,NEGATIVE_STATUS(NEG-006),PASS,FRAME:ResourceCollision
FSR-0316,Negative,NEG-007 Invalid NFFT fallback request rejects with no state mutation.,true,true,full_stack_failure_registry.csv,NEGATIVE_STATUS(NEG-007),PASS,WAVEFORM:UnsupportedOFDMParameters
FSR-0317,Negative,NEG-008 Noncontiguous strict DFT allocation rejects with no state mutation.,true,true,full_stack_failure_registry.csv,NEGATIVE_STATUS(NEG-008),PASS,WAVEFORM:NonContiguousTransformAllocation
FSR-0318,Negative,NEG-009 Rank greater than one DFT-s-OFDM rejects with no state mutation.,true,true,full_stack_failure_registry.csv,NEGATIVE_STATUS(NEG-009),PASS,WAVEFORM:TransformPrecodingLayerCount
FSR-0319,Negative,NEG-010 PDSCH wrong DCI RNTI rejects with no state mutation.,true,true,full_stack_failure_registry.csv,NEGATIVE_STATUS(NEG-010),PASS,PDSCH:WrongRNTI
FSR-0320,Negative,NEG-011 PDSCH stale BWP epoch rejects with no state mutation.,true,true,full_stack_failure_registry.csv,NEGATIVE_STATUS(NEG-011),PASS,PDSCH:StaleConfigurationEpoch
FSR-0321,Negative,NEG-012 Invalid DMRS port/layer tuple rejects with no state mutation.,true,true,full_stack_failure_registry.csv,NEGATIVE_STATUS(NEG-012),PASS,PDSCH:InvalidDMRSPortSet
FSR-0322,Negative,NEG-013 PUSCH missing decoded DCI rejects with no state mutation.,true,true,full_stack_failure_registry.csv,NEGATIVE_STATUS(NEG-013),PASS,PUSCH:MissingDecodedGrant
FSR-0323,Negative,NEG-014 PUSCH wrong UCI length rejects with no state mutation.,true,true,full_stack_failure_registry.csv,NEGATIVE_STATUS(NEG-014),PASS,PUSCH:UCILengthMismatch
FSR-0324,Negative,NEG-015 PUSCH stale SRS decision rejects with no state mutation.,true,true,full_stack_failure_registry.csv,NEGATIVE_STATUS(NEG-015),PASS,PUSCH:StaleSRSState
FSR-0325,Negative,NEG-016 PDCCH no signal rejects with no state mutation.,true,true,full_stack_failure_registry.csv,NEGATIVE_STATUS(NEG-016),PASS,PDCCH:NoValidCandidate
FSR-0326,Negative,NEG-017 PDCCH wrong RNTI rejects with no state mutation.,true,true,full_stack_failure_registry.csv,NEGATIVE_STATUS(NEG-017),PASS,PDCCH:CRCOrRNTIMismatch
FSR-0327,Negative,NEG-018 PDCCH wrong contextual size rejects with no state mutation.,true,true,full_stack_failure_registry.csv,NEGATIVE_STATUS(NEG-018),PASS,PDCCH:DCISizeMismatch
FSR-0328,Negative,NEG-019 PUCCH missing report context rejects with no state mutation.,true,true,full_stack_failure_registry.csv,NEGATIVE_STATUS(NEG-019),PASS,PUCCH:MissingUCIContext
FSR-0329,Negative,NEG-020 PUCCH wrong resource rejects with no state mutation.,true,true,full_stack_failure_registry.csv,NEGATIVE_STATUS(NEG-020),PASS,PUCCH:ResourceMismatch
FSR-0330,Negative,NEG-021 PUCCH unavailable TDD symbols rejects with no state mutation.,true,true,full_stack_failure_registry.csv,NEGATIVE_STATUS(NEG-021),PASS,PUCCH:UnavailableULSymbols
FSR-0331,Negative,NEG-022 SSB invalid Lmax rejects with no state mutation.,true,true,full_stack_failure_registry.csv,NEGATIVE_STATUS(NEG-022),PASS,IA:InvalidLmax
FSR-0332,Negative,NEG-023 SSB grid out of carrier rejects with no state mutation.,true,true,full_stack_failure_registry.csv,NEGATIVE_STATUS(NEG-023),PASS,IA:SSBOutsideCarrier
FSR-0333,Negative,NEG-024 PRACH invalid restricted set rejects with no state mutation.,true,true,full_stack_failure_registry.csv,NEGATIVE_STATUS(NEG-024),PASS,IA:InvalidPRACHRestrictedSet
FSR-0334,Negative,NEG-025 RAR wrong RA-RNTI rejects with no state mutation.,true,true,full_stack_failure_registry.csv,NEGATIVE_STATUS(NEG-025),PASS,IA:WrongRARNTI
FSR-0335,Negative,NEG-026 RRC transaction mismatch rejects with no state mutation.,true,true,full_stack_failure_registry.csv,NEGATIVE_STATUS(NEG-026),PASS,RRC:TransactionMismatch
FSR-0336,Negative,NEG-027 CSI-RS collision rejects with no state mutation.,true,true,full_stack_failure_registry.csv,NEGATIVE_STATUS(NEG-027),PASS,RSLA:ResourceCollision
FSR-0337,Negative,NEG-028 Stale measurement rejects with no state mutation.,true,true,full_stack_failure_registry.csv,NEGATIVE_STATUS(NEG-028),PASS,RSLA:StaleMeasurement
FSR-0338,Negative,NEG-029 Configured SINR substituted rejects with no state mutation.,true,true,full_stack_failure_registry.csv,NEGATIVE_STATUS(NEG-029),PASS,RSLA:ConfiguredMeasurementForbidden
FSR-0339,Negative,NEG-030 Missing EESM calibration rejects with no state mutation.,true,true,full_stack_failure_registry.csv,NEGATIVE_STATUS(NEG-030),PASS,RSLA:MissingEffectiveSINRCalibration
FSR-0340,Negative,NEG-031 Unsupported codebook tuple rejects with no state mutation.,true,true,full_stack_failure_registry.csv,NEGATIVE_STATUS(NEG-031),PASS,MIMO:UnsupportedCapabilityTuple
FSR-0341,Negative,NEG-032 Invalid covariance rejects with no state mutation.,true,true,full_stack_failure_registry.csv,NEGATIVE_STATUS(NEG-032),PASS,MIMO:InvalidCovariance
FSR-0342,Negative,NEG-033 Selected/applied precoder mismatch rejects with no state mutation.,true,true,full_stack_failure_registry.csv,NEGATIVE_STATUS(NEG-033),PASS,MIMO:PrecoderDigestMismatch
FSR-0343,Negative,NEG-034 Inactive TCI state rejects with no state mutation.,true,true,full_stack_failure_registry.csv,NEGATIVE_STATUS(NEG-034),PASS,MIMO:InactiveTCIState
FSR-0344,Negative,NEG-035 Unknown channel scenario rejects with no state mutation.,true,true,full_stack_failure_registry.csv,NEGATIVE_STATUS(NEG-035),PASS,CHANNEL:UnknownScenario
FSR-0345,Negative,NEG-036 Configured geometry backfill rejects with no state mutation.,true,true,full_stack_failure_registry.csv,NEGATIVE_STATUS(NEG-036),PASS,CHANNEL:MissingObservedGeometry
FSR-0346,Negative,NEG-037 Invalid CDL profile substitution rejects with no state mutation.,true,true,full_stack_failure_registry.csv,NEGATIVE_STATUS(NEG-037),PASS,CHANNEL:ProfileSubstitutionForbidden
FSR-0347,Negative,NEG-038 Circular pathloss comparison rejects with no state mutation.,true,true,full_stack_failure_registry.csv,NEGATIVE_STATUS(NEG-038),PASS,CHANNEL:CircularEvidence
FSR-0348,Negative,NEG-039 Interference contribution missing rejects with no state mutation.,true,true,full_stack_failure_registry.csv,NEGATIVE_STATUS(NEG-039),PASS,CHANNEL:MissingInterferingLink
FSR-0349,Negative,NEG-040 True CFO supplied to RX rejects with no state mutation.,true,true,full_stack_failure_registry.csv,NEGATIVE_STATUS(NEG-040),PASS,RF:OracleCFOForbidden
FSR-0350,Negative,NEG-041 Missing SCO profile rejects with no state mutation.,true,true,full_stack_failure_registry.csv,NEGATIVE_STATUS(NEG-041),PASS,RF:MissingSCOProfile
FSR-0351,Negative,NEG-042 Heuristic phase-noise mask rejects with no state mutation.,true,true,full_stack_failure_registry.csv,NEGATIVE_STATUS(NEG-042),PASS,RF:MissingPhaseNoiseProfile
FSR-0352,Negative,NEG-043 PA soft-limiter fallback rejects with no state mutation.,true,true,full_stack_failure_registry.csv,NEGATIVE_STATUS(NEG-043),PASS,RF:PAFallbackForbidden
FSR-0353,Negative,NEG-044 Implicit AGC rejects with no state mutation.,true,true,full_stack_failure_registry.csv,NEGATIVE_STATUS(NEG-044),PASS,RF:ImplicitAGCForbidden
FSR-0354,Negative,NEG-045 Configured-SNR pathloss rejects with no state mutation.,true,true,full_stack_failure_registry.csv,NEGATIVE_STATUS(NEG-045),PASS,RF:ConfiguredPathlossForbidden
FSR-0355,Negative,NEG-046 HARQ TB identity mismatch rejects with no state mutation.,true,true,full_stack_failure_registry.csv,NEGATIVE_STATUS(NEG-046),PASS,MAC:HARQIdentityMismatch
FSR-0356,Negative,NEG-047 Illegal K1/K2 timing rejects with no state mutation.,true,true,full_stack_failure_registry.csv,NEGATIVE_STATUS(NEG-047),PASS,MAC:IllegalTiming
FSR-0357,Negative,NEG-048 Approximate BSR table rejects with no state mutation.,true,true,full_stack_failure_registry.csv,NEGATIVE_STATUS(NEG-048),PASS,MAC:BSRTableMismatch
FSR-0358,Negative,NEG-049 TA expired UL grant rejects with no state mutation.,true,true,full_stack_failure_registry.csv,NEGATIVE_STATUS(NEG-049),PASS,MAC:TimeAlignmentExpired
FSR-0359,Negative,NEG-050 Nonatomic grant commit rejects with no state mutation.,true,true,full_stack_failure_registry.csv,NEGATIVE_STATUS(NEG-050),PASS,MAC:GrantCommitFailed
FSR-0360,Negative,NEG-051 RLC invalid SN length rejects with no state mutation.,true,true,full_stack_failure_registry.csv,NEGATIVE_STATUS(NEG-051),PASS,RLC:UnsupportedSNLength
FSR-0361,Negative,NEG-052 Malformed STATUS PDU rejects with no state mutation.,true,true,full_stack_failure_registry.csv,NEGATIVE_STATUS(NEG-052),PASS,RLC:MalformedStatusPDU
FSR-0362,Negative,NEG-053 PDCP COUNT exhaustion rejects with no state mutation.,true,true,full_stack_failure_registry.csv,NEGATIVE_STATUS(NEG-053),PASS,PDCP:COUNTExhausted
FSR-0363,Negative,NEG-054 PDCP wrong integrity rejects with no state mutation.,true,true,full_stack_failure_registry.csv,NEGATIVE_STATUS(NEG-054),PASS,PDCP:IntegrityFailure
FSR-0364,Negative,NEG-055 Missing QFI map rejects with no state mutation.,true,true,full_stack_failure_registry.csv,NEGATIVE_STATUS(NEG-055),PASS,SDAP:MissingQFIMap
FSR-0365,Negative,NEG-056 RRC JSON wire input rejects with no state mutation.,true,true,full_stack_failure_registry.csv,NEGATIVE_STATUS(NEG-056),PASS,RRC:NonUPERWireFormat
FSR-0366,Negative,NEG-057 Partial bearer commit rejects with no state mutation.,true,true,full_stack_failure_registry.csv,NEGATIVE_STATUS(NEG-057),PASS,RRC:AtomicBearerCommitFailed
FSR-0367,Negative,NEG-058 Duplicate packet delivery rejects with no state mutation.,true,true,full_stack_failure_registry.csv,NEGATIVE_STATUS(NEG-058),PASS,TRAFFIC:DuplicateDelivery
FSR-0368,Negative,NEG-059 Unowned packet bytes rejects with no state mutation.,true,true,full_stack_failure_registry.csv,NEGATIVE_STATUS(NEG-059),PASS,TRAFFIC:ConservationFailure
FSR-0369,Negative,NEG-060 Global RNG use rejects with no state mutation.,true,true,full_stack_failure_registry.csv,NEGATIVE_STATUS(NEG-060),PASS,TRAFFIC:UnnamedRandomStream
FSR-0370,Negative,NEG-061 Handover geometry-truth target rejects with no state mutation.,true,true,full_stack_failure_registry.csv,NEGATIVE_STATUS(NEG-061),PASS,RRC:HandoverOracleTarget
FSR-0371,Negative,NEG-062 T304 expiry rejects with no state mutation.,true,true,full_stack_failure_registry.csv,NEGATIVE_STATUS(NEG-062),PASS,RRC:T304Expired
FSR-0372,Negative,NEG-063 Target RA failure rejects with no state mutation.,true,true,full_stack_failure_registry.csv,NEGATIVE_STATUS(NEG-063),PASS,RRC:TargetRAFailure
FSR-0373,Negative,NEG-064 Missing required CSV rejects with no state mutation.,true,true,full_stack_failure_registry.csv,NEGATIVE_STATUS(NEG-064),PASS,ARTIFACT:MissingCSV
FSR-0374,Negative,NEG-065 Malformed CSV schema rejects with no state mutation.,true,true,full_stack_failure_registry.csv,NEGATIVE_STATUS(NEG-065),PASS,ARTIFACT:CSVSchema
FSR-0375,Negative,NEG-066 Blank PNG rejects with no state mutation.,true,true,full_stack_failure_registry.csv,NEGATIVE_STATUS(NEG-066),PASS,ARTIFACT:BlankPNG
FSR-0376,Negative,NEG-067 PNG/source hash mismatch rejects with no state mutation.,true,true,full_stack_failure_registry.csv,NEGATIVE_STATUS(NEG-067),PASS,ARTIFACT:SourceHashMismatch
FSR-0377,Negative,NEG-068 Placeholder artifact rejects with no state mutation.,true,true,full_stack_failure_registry.csv,NEGATIVE_STATUS(NEG-068),PASS,ARTIFACT:PlaceholderForbidden
FSR-0378,Negative,NEG-069 Unauthenticated WebGUI run rejects with no state mutation.,true,true,full_stack_failure_registry.csv,NEGATIVE_STATUS(NEG-069),PASS,WEB:AuthenticationRequired
FSR-0379,Negative,NEG-070 YAML edited but not executed rejects with no state mutation.,true,true,full_stack_failure_registry.csv,NEGATIVE_STATUS(NEG-070),PASS,WEB:ExecutedConfigMismatch
FSR-0380,Negative,NEG-071 Required artifact hidden rejects with no state mutation.,true,true,full_stack_failure_registry.csv,NEGATIVE_STATUS(NEG-071),PASS,WEB:ArtifactNotPublished
FSR-0381,Negative,NEG-072 Run ownership violation rejects with no state mutation.,true,true,full_stack_failure_registry.csv,NEGATIVE_STATUS(NEG-072),PASS,WEB:Forbidden
FSR-0382,Negative,NEG-073 Same-toolbox oracle labelled independent rejects with no state mutation.,true,true,full_stack_failure_registry.csv,NEGATIVE_STATUS(NEG-073),PASS,VALIDATION:NonIndependentOracle
FSR-0383,Negative,NEG-074 Incomplete point accepted rejects with no state mutation.,true,true,full_stack_failure_registry.csv,NEGATIVE_STATUS(NEG-074),PASS,VALIDATION:IncompletePoint
FSR-0384,Negative,NEG-075 NaN threshold accepted rejects with no state mutation.,true,true,full_stack_failure_registry.csv,NEGATIVE_STATUS(NEG-075),PASS,VALIDATION:NonFiniteThreshold
FSR-0385,Negative,NEG-076 Duplicate task conflict rejects with no state mutation.,true,true,full_stack_failure_registry.csv,NEGATIVE_STATUS(NEG-076),PASS,VALIDATION:TaskDuplicateConflict
FSR-0386,Negative,NEG-077 Circular evidence accepted rejects with no state mutation.,true,true,full_stack_failure_registry.csv,NEGATIVE_STATUS(NEG-077),PASS,VALIDATION:CircularEvidence
FSR-0387,DeepAcceptance,All impact-analysis artifacts required by deep preset are valid.,false,true,full_stack_artifact_audit.csv,ALL_DEEP_REQUIRED_PASS,PASS,FULLSTACK:DeepImpactArtifacts
